description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 325,56,232
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 326,23,94
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 327,68,152
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 328,60,101
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 330,52,121
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Outfield 331,20,137
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Right Field 302,22,57
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Right Field 304,53,128
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Right Field 305,54,177
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,Reserve Baselines,View Reserve Right Field 307,15,47
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,VB302,1,
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 302,3,9
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 304,19,35
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 305,12,25
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 326,12,34
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 327,14,29
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 328,8,19
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 330,15,15
San Francisco Giants vs. Oakland Athletics,7/13/18 7:15 PM,Oakland Athletics,7,1,,View Deck Baselines,View Box 331,10,25
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 202,9,21
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 203,16,48
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 204,26,60
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 205,15,35
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 226,21,50
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 227,29,72
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 228,22,60
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 229,28,72
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 230,10,31
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Club Baselines,Club Level Outfield 231,7,14
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 102,31,76
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 103,54,122
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 104,54,132
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 127,86,223
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 128,68,158
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 129,79,201
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Lower Baselines,Lower Box 130,52,133
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 325,17,43
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 326,19,43
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 327,87,191
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 328,73,153
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 330,60,151
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Outfield 331,40,195
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Right Field 302,26,58
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Right Field 304,53,104
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Right Field 305,60,184
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,View Reserve Right Field 307,27,113
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,Reserve Baselines,VR305,1,2
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 302,2,8
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 304,15,25
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 305,17,35
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 326,11,28
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 327,11,16
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 328,11,20
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 330,14,20
San Francisco Giants vs. Oakland Athletics,7/14/18 7:05 PM,Oakland Athletics,3,4,Blanket,View Deck Baselines,View Box 331,13,29
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 202,7,14
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 203,19,52
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 204,23,59
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 205,20,42
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 226,17,36
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 227,21,54
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 228,18,54
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 229,24,58
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 230,16,44
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Club Baselines,Club Level Outfield 231,6,18
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 102,31,84
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 103,43,104
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 104,52,132
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 127,81,193
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 128,72,176
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 129,76,204
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Lower Baselines,Lower Box 130,64,166
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 325,56,196
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 326,14,35
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 327,68,177
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 328,62,105
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 330,73,173
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Outfield 331,43,175
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Right Field 302,30,58
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Right Field 304,51,122
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Right Field 305,65,221
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,Reserve Baselines,View Reserve Right Field 307,22,86
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 302,7,8
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 304,17,32
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 305,10,19
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 326,13,30
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 327,12,28
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 328,13,34
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 330,18,26
San Francisco Giants vs. Oakland Athletics,7/15/18 1:05 PM,Oakland Athletics,2,6,Snowglobe,View Deck Baselines,View Box 331,12,18
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 202,9,20
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 203,20,43
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 204,21,45
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 205,16,31
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 226,14,33
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 227,18,55
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 228,15,44
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 229,21,59
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 230,7,22
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Club Baselines,Club Level Outfield 231,3,8
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 102,14,43
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 103,52,129
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 104,39,107
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 127,77,197
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 128,59,147
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 129,61,205
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Lower Baselines,Lower Box 130,42,137
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Outfield 327,56,175
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Outfield 328,53,89
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Outfield 330,46,138
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Outfield 331,1,3
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Right Field 302,12,27
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Right Field 304,22,36
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,Reserve Baselines,View Reserve Right Field 305,36,99
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 302,3,4
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 304,14,23
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 305,8,19
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 326,12,32
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 327,6,17
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 328,6,10
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 330,15,30
San Francisco Giants vs. Milwaukee Brewers,7/26/18 7:15 PM,Milwaukee Brewers,5,7,,View Deck Baselines,View Box 331,10,17
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 202,3,8
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 203,15,45
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 204,13,28
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 205,11,32
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 226,15,33
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 227,17,51
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 228,15,43
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 229,20,60
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 230,10,38
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Club Baselines,Club Level Outfield 231,12,59
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 102,21,51
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 103,51,129
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 104,32,90
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 127,82,224
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 128,62,169
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 129,55,170
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Lower Baselines,Lower Box 130,50,129
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 325,18,71
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 326,14,47
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 327,67,129
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 328,58,112
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 330,50,101
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Outfield 331,11,27
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Right Field 302,15,33
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Right Field 304,38,102
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Right Field 305,46,106
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,Reserve Baselines,View Reserve Right Field 307,7,26
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 302,7,18
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 304,12,20
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 305,9,17
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 326,10,26
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 327,11,15
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 328,5,8
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 330,7,12
San Francisco Giants vs. Milwaukee Brewers,7/27/18 7:15 PM,Milwaukee Brewers,1,3,,View Deck Baselines,View Box 331,9,15
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 202,4,8
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 203,17,43
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 204,20,42
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 205,18,38
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 226,10,27
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 227,22,57
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 228,22,61
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 229,20,46
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 230,21,80
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Club Baselines,Club Level Outfield 231,9,32
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 102,28,69
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 103,47,108
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 104,41,86
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 127,73,173
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 128,56,132
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 129,69,163
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Lower Baselines,Lower Box 130,54,128
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 325,15,48
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 326,18,62
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 327,65,157
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 328,69,130
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 330,57,118
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Outfield 331,34,131
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Right Field 302,20,39
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Right Field 304,62,106
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Right Field 305,55,169
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,Reserve Baselines,View Reserve Right Field 307,42,159
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 302,5,9
